"SAMPLE_POINT","SAMPLE_DATE","TEST","TEST_METHOD","RESULT","OPERATOR","RESULT_UNITS","STATUS"
"Coorong - Tauwitchere Barrage",27/02/2008 00:00:00,"TKN (as N)","Kjeldahl digest/ automated colorimetric method",".3","=","mg/L",""
"Coorong - Tauwitchere Barrage",27/02/2008 00:00:00,"aluminium (soluble)","Filtration (0.45 um): ICP2",".04","=","mg/L",""
"Coorong - Tauwitchere Barrage",27/02/2008 00:00:00,"aluminium (total)","Acid digest: ICP2 (high level detection)",".05","=","mg/L",""
"Coorong - Tauwitchere Barrage",27/02/2008 00:00:00,"ammonia (as N)","Auto phenate method (freshwater low level)",".031","=","mg/L",""
"Coorong - Tauwitchere Barrage",27/02/2008 00:00:00,"cadmium (total)","Acid digest: ICP-MS (seawater)",".005","=","mg/L",""
"Coorong - Tauwitchere Barrage",27/02/2008 00:00:00,"chlorophyll a","Trichromatic: ethanol extraction","2.01","=","ug/L",""
"Coorong - Tauwitchere Barrage",27/02/2008 00:00:00,"chlorophyll b","Trichromatic: ethanol extraction",".1","=","ug/L",""
"Coorong - Tauwitchere Barrage",27/02/2008 00:00:00,"copper (total)","Acid digest: ICP",".027","=","mg/L",""
"Coorong - Tauwitchere Barrage",27/02/2008 00:00:00,"iron (soluble)","Filtration (0.45 um): ICP2 (seawater)",".025","=","mg/L",""
"Coorong - Tauwitchere Barrage",27/02/2008 00:00:00,"iron (total)","Acid digest: ICP2",".04","=","mg/L",""
"Coorong - Tauwitchere Barrage",27/02/2008 00:00:00,"pH","Electrode (Chem Lab)","8.3","=","pH Units",""
"Coorong - Tauwitchere Barrage",27/02/2008 00:00:00,"phosphorus (total as P)","Automated flow colorimetry - Two reagents (fresh water)",".036","=","mg/L",""
"Coorong - Tauwitchere Barrage",27/02/2008 00:00:00,"silver (total)","Acid digest: ICP-MS(seawater)",".002","=","mg/L",""
"Coorong - Tauwitchere Barrage",27/02/2008 00:00:00,"total dissolved solids (by EC)","Calculated from conductivity","35000","=","mg/L",""
"Coorong - Tauwitchere Barrage",27/02/2008 00:00:00,"turbidity","Nephelometric","1.3","=","NTU",""
"Coorong - Tauwitchere Barrage",27/02/2008 00:00:00,"zinc (soluble)","Filtration (0.45 um): ICP2 (seawater)",".03","=","mg/L",""
"Coorong - Tauwitchere Barrage",27/02/2008 00:00:00,"zinc (total)","Acid digest: ICP-MS (seawater)",".041","=","mg/L",""
"Coorong - Tauwitchere Barrage",25/08/2008 00:00:00,"Chlorophyll comment","Comment for 95% ethanol extraction","0","=","Text ",""
"Coorong - Tauwitchere Barrage",25/08/2008 00:00:00,"Electrical Conductivity (25C)","electrometric ( in lab)","87400","=","uS/cm",""
"Coorong - Tauwitchere Barrage",25/08/2008 00:00:00,"Nitrate + Nitrite as N","Auto. Colorimetric Cadmium Reduction SFA (Field Filtered) (Water)",".005","=","mg/L",""
"Coorong - Tauwitchere Barrage",25/08/2008 00:00:00,"Phosphorus - Filterable Reactive as P","Auto Colorimetric (Field Filtered)",".006","=","mg/L",""
"Coorong - Tauwitchere Barrage",25/08/2008 00:00:00,"TKN (as N)","Kjeldahl digest/ automated colorimetric method","1.3","=","mg/L",""
"Coorong - Tauwitchere Barrage",25/08/2008 00:00:00,"aluminium (soluble)","Filtration (0.45 um): ICP2",".04","=","mg/L",""
"Coorong - Tauwitchere Barrage",25/08/2008 00:00:00,"aluminium (total)","Acid digest: ICP2 (high level detection)",".082","=","mg/L",""
"Coorong - Tauwitchere Barrage",25/08/2008 00:00:00,"ammonia (as N)","Auto phenate method (freshwater low level)",".005","=","mg/L",""
"Coorong - Tauwitchere Barrage",25/08/2008 00:00:00,"cadmium (total)","Acid digest: ICP-MS (seawater)",".005","=","mg/L",""
"Coorong - Tauwitchere Barrage",25/08/2008 00:00:00,"chlorophyll a","Trichromatic: ethanol extraction","6.09","=","ug/L",""
"Coorong - Tauwitchere Barrage",25/08/2008 00:00:00,"chlorophyll b","Trichromatic: ethanol extraction","1.02","=","ug/L",""
"Coorong - Tauwitchere Barrage",25/08/2008 00:00:00,"copper (total)","Acid digest: ICP",".036","=","mg/L",""
"Coorong - Tauwitchere Barrage",25/08/2008 00:00:00,"iron (soluble)","Filtration (0.45 um): ICP2 (seawater)",".02","=","mg/L",""
"Coorong - Tauwitchere Barrage",25/08/2008 00:00:00,"iron (total)","Acid digest: ICP2",".084","=","mg/L",""
"Coorong - Tauwitchere Barrage",25/08/2008 00:00:00,"pH","Electrode (Chem Lab)","8","=","pH Units",""
"Coorong - Tauwitchere Barrage",25/08/2008 00:00:00,"phosphorus (total as P)","Automated flow colorimetry - Two reagents (fresh water)",".101","=","mg/L",""
"Coorong - Tauwitchere Barrage",25/08/2008 00:00:00,"silver (total)","Acid digest: ICP-MS(seawater)",".002","=","mg/L",""
"Coorong - Tauwitchere Barrage",25/08/2008 00:00:00,"total dissolved solids (by EC)","Calculated from conductivity","63000","=","mg/L",""
"Coorong - Tauwitchere Barrage",25/08/2008 00:00:00,"turbidity","Nephelometric","2.4","=","NTU",""
"Coorong - Tauwitchere Barrage",25/08/2008 00:00:00,"zinc (soluble)","Filtration (0.45 um): ICP2 (seawater)",".03","=","mg/L",""
"Coorong - Tauwitchere Barrage",25/08/2008 00:00:00,"zinc (total)","Acid digest: ICP-MS (seawater)",".03","=","mg/L",""
"Coorong - Tauwitchere Barrage",24/11/2008 00:00:00,"Chlorophyll comment","Comment for 95% ethanol extraction","0","=","Text ",""
"Coorong - Tauwitchere Barrage",24/11/2008 00:00:00,"Electrical Conductivity (25C)","electrometric ( in lab)","70900","=","uS/cm",""
"Coorong - Tauwitchere Barrage",24/11/2008 00:00:00,"Nitrate + Nitrite as N","Auto. Colorimetric Cadmium Reduction SFA (Field Filtered) (Water)",".008","=","mg/L",""
"Coorong - Tauwitchere Barrage",24/11/2008 00:00:00,"Phosphorus - Filterable Reactive as P","Auto Colorimetric (Field Filtered)",".005","=","mg/L",""
"Coorong - Tauwitchere Barrage",24/11/2008 00:00:00,"TKN (as N)","Kjeldahl digest/ automated colorimetric method",".5","=","mg/L",""
"Coorong - Tauwitchere Barrage",24/11/2008 00:00:00,"aluminium (soluble)","Filtration (0.45 um): ICP2",".04","=","mg/L",""
"Coorong - Tauwitchere Barrage",24/11/2008 00:00:00,"aluminium (total)","Acid digest: ICP2 (high level detection)",".091","=","mg/L",""
"Coorong - Tauwitchere Barrage",24/11/2008 00:00:00,"ammonia (as N)","Auto phenate method (freshwater low level)",".005","=","mg/L",""
"Coorong - Tauwitchere Barrage",24/11/2008 00:00:00,"cadmium (total)","Acid digest: ICP-MS (seawater)",".005","=","mg/L",""
"Coorong - Tauwitchere Barrage",24/11/2008 00:00:00,"chlorophyll a","Trichromatic: ethanol extraction","1.45","=","ug/L",""
"Coorong - Tauwitchere Barrage",24/11/2008 00:00:00,"chlorophyll b","Trichromatic: ethanol extraction",".1","=","ug/L",""
"Coorong - Tauwitchere Barrage",24/11/2008 00:00:00,"copper (total)","Acid digest: ICP",".01","=","mg/L",""
"Coorong - Tauwitchere Barrage",24/11/2008 00:00:00,"iron (soluble)","Filtration (0.45 um): ICP2 (seawater)",".02","=","mg/L",""
"Coorong - Tauwitchere Barrage",24/11/2008 00:00:00,"iron (total)","Acid digest: ICP2",".105","=","mg/L",""
"Coorong - Tauwitchere Barrage",24/11/2008 00:00:00,"pH","Electrode (Chem Lab)","8.2","=","pH Units",""
"Coorong - Tauwitchere Barrage",24/11/2008 00:00:00,"phosphorus (total as P)","Automated flow colorimetry - Two reagents (fresh water)",".034","=","mg/L",""
"Coorong - Tauwitchere Barrage",24/11/2008 00:00:00,"silver (total)","Acid digest: ICP-MS(seawater)",".002","=","mg/L",""
"Coorong - Tauwitchere Barrage",24/11/2008 00:00:00,"total dissolved solids (by EC)","Calculated from conductivity","49000","=","mg/L",""
"Coorong - Tauwitchere Barrage",24/11/2008 00:00:00,"turbidity","Nephelometric",".9","=","NTU",""
"Coorong - Tauwitchere Barrage",24/11/2008 00:00:00,"zinc (soluble)","Filtration (0.45 um): ICP2 (seawater)",".03","=","mg/L",""
"Coorong - Tauwitchere Barrage",24/11/2008 00:00:00,"zinc (total)","Acid digest: ICP-MS (seawater)",".03","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",27/02/2008 12:15:00,"Electrical Conductivity","Electrical Conductivity (Field)","51474","=","uS/cm",""
"Coorong sub-lagoon 1(Tauwitchere)",27/02/2008 12:15:00,"Electrical Conductivity (25C)","electrometric ( in lab)","52800","=","uS/cm",""
"Coorong sub-lagoon 1(Tauwitchere)",27/02/2008 12:15:00,"Electrical Conductivity (25C)","electrometric (YSI 556 field probe)","57790","=","uS/cm",""
"Coorong sub-lagoon 1(Tauwitchere)",27/02/2008 12:15:00,"TKN (as N)","Acid digest colorimetric (marine)",".32","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",27/02/2008 12:15:00,"Turbidity","Field nephelometer probe (UofA)","1.3","=","NTU",""
"Coorong sub-lagoon 1(Tauwitchere)",27/02/2008 12:15:00,"aluminium (soluble)","Filtration (0.45 um): ICP2 (seawater)",".04","<","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",27/02/2008 12:15:00,"aluminium (total)","Acid digest: ICP2 (seawater)",".05","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",27/02/2008 12:15:00,"ammonia (as N)","Auto phenate method",".031","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",27/02/2008 12:15:00,"cadmium (total)","Acid digest: ICP-MS (seawater)",".005","<","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",27/02/2008 12:15:00,"chlorophyll a","Trichromatic: ethanol extraction","2.01","=","ug/L",""
"Coorong sub-lagoon 1(Tauwitchere)",27/02/2008 12:15:00,"chlorophyll b","Trichromatic: ethanol extraction",".1","<","ug/L",""
"Coorong sub-lagoon 1(Tauwitchere)",27/02/2008 12:15:00,"copper (total)","Acid digest: ICP-MS (seawater)",".027","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",27/02/2008 12:15:00,"iron (soluble)","Filtration (0.45 um): ICP2 (seawater)",".025","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",27/02/2008 12:15:00,"iron (total)","Acid digest: ICP2",".04","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",27/02/2008 12:15:00,"oxidised nitrogen (as N)","Colorimetric: Cd reduction",".01","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",27/02/2008 12:15:00,"pH","Electometric method","8.3","=","pH Units",""
"Coorong sub-lagoon 1(Tauwitchere)",27/02/2008 12:15:00,"pH","Electrometric: YSI556 (EPA field test)","8.5","=","pH Units",""
"Coorong sub-lagoon 1(Tauwitchere)",27/02/2008 12:15:00,"phosphorus (soluble as P)","MF(0.45 um): colorimetry",".007","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",27/02/2008 12:15:00,"phosphorus (total as P)","Ascorbic acid: (seawater) flow colorimetry",".036","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",27/02/2008 12:15:00,"salinity","specific conductivity (YSI field measurement)","38.6","=","ppt",""
"Coorong sub-lagoon 1(Tauwitchere)",27/02/2008 12:15:00,"silver (total)","Acid digest: AAS (seawater)",".002","<","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",27/02/2008 12:15:00,"temperature","field test","19.25","=","Degrees C",""
"Coorong sub-lagoon 1(Tauwitchere)",27/02/2008 12:15:00,"total dissolved solids (by EC)","Calculation - 0.65xEC(25C)","37560","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",27/02/2008 12:15:00,"total dissolved solids (by EC)","Calculated from EC (AWQC algorithm)","35000","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",27/02/2008 12:15:00,"zinc (soluble)","Filtration (0.45 um): ICP-MS (seawater)",".03","<","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",27/02/2008 12:15:00,"zinc (total)","Acid digest: ICP-MS (seawater)",".041","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",29/05/2008 15:10:00,"Electrical Conductivity (25C)","electrometric ( in lab)","57500","=","uS/cm",""
"Coorong sub-lagoon 1(Tauwitchere)",29/05/2008 15:10:00,"TKN (as N)","Acid digest colorimetric (marine)",".41","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",29/05/2008 15:10:00,"Turbidity","Field nephelometer probe (UofA)","5.8","=","NTU",""
"Coorong sub-lagoon 1(Tauwitchere)",29/05/2008 15:10:00,"aluminium (soluble)","Filtration (0.45 um): ICP2 (seawater)",".04","<","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",29/05/2008 15:10:00,"aluminium (total)","Acid digest: ICP2 (seawater)",".054","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",29/05/2008 15:10:00,"ammonia (as N)","Auto phenate method",".017","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",29/05/2008 15:10:00,"cadmium (total)","Acid digest: ICP-MS (seawater)",".005","<","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",29/05/2008 15:10:00,"chlorophyll a","Trichromatic: ethanol extraction","14.2","=","ug/L",""
"Coorong sub-lagoon 1(Tauwitchere)",29/05/2008 15:10:00,"chlorophyll b","Trichromatic: ethanol extraction",".67","=","ug/L",""
"Coorong sub-lagoon 1(Tauwitchere)",29/05/2008 15:10:00,"copper (total)","Acid digest: ICP-MS (seawater)",".01","<","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",29/05/2008 15:10:00,"iron (soluble)","Filtration (0.45 um): ICP2 (seawater)",".026","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",29/05/2008 15:10:00,"iron (total)","Acid digest: ICP2",".1","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",29/05/2008 15:10:00,"oxidised nitrogen (as N)","Colorimetric: Cd reduction",".008","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",29/05/2008 15:10:00,"pH","Electometric method","8.3","=","pH Units",""
"Coorong sub-lagoon 1(Tauwitchere)",29/05/2008 15:10:00,"phosphorus (soluble as P)","MF(0.45 um): colorimetry",".008","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",29/05/2008 15:10:00,"phosphorus (total as P)","Ascorbic acid: (seawater) flow colorimetry",".059","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",29/05/2008 15:10:00,"silver (total)","Acid digest: AAS (seawater)",".002","<","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",29/05/2008 15:10:00,"total dissolved solids (by EC)","Calculated from EC (AWQC algorithm)","38000","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",29/05/2008 15:10:00,"zinc (soluble)","Filtration (0.45 um): ICP-MS (seawater)",".03","<","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",29/05/2008 15:10:00,"zinc (total)","Acid digest: ICP-MS (seawater)",".03","<","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",25/08/2008 00:00:00,"Electrical Conductivity (25C)","electrometric ( in lab)","87400","=","uS/cm",""
"Coorong sub-lagoon 1(Tauwitchere)",25/08/2008 00:00:00,"TKN (as N)","Kjeldahl digest/ automated colorimetric method","1.29","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",25/08/2008 00:00:00,"Turbidity","Field nephelometer probe (UofA)","2.4","=","NTU",""
"Coorong sub-lagoon 1(Tauwitchere)",25/08/2008 00:00:00,"aluminium (soluble)","Filtration (0.45 um): ICP2 (seawater)",".04","<","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",25/08/2008 00:00:00,"aluminium (total)","Acid digest: ICP2 (seawater)",".082","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",25/08/2008 00:00:00,"ammonia (as N)","Auto phenate method",".005","<","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",25/08/2008 00:00:00,"cadmium (total)","Acid digest: ICP-MS (seawater)",".005","<","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",25/08/2008 00:00:00,"chlorophyll a","Trichromatic: ethanol extraction","6.09","=","ug/L",""
"Coorong sub-lagoon 1(Tauwitchere)",25/08/2008 00:00:00,"chlorophyll b","Trichromatic: ethanol extraction","1.02","=","ug/L",""
"Coorong sub-lagoon 1(Tauwitchere)",25/08/2008 00:00:00,"copper (total)","Acid digest: ICP-MS (seawater)",".036","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",25/08/2008 00:00:00,"iron (soluble)","Filtration (0.45 um): ICP2 (seawater)",".02","<","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",25/08/2008 00:00:00,"iron (total)","Acid digest: ICP2",".084","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",25/08/2008 00:00:00,"oxidised nitrogen (as N)","Colorimetric: Cd reduction",".005","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",25/08/2008 00:00:00,"pH","Electometric method","8","=","pH Units",""
"Coorong sub-lagoon 1(Tauwitchere)",25/08/2008 00:00:00,"phosphorus (soluble as P)","MF(0.45 um): colorimetry",".006","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",25/08/2008 00:00:00,"phosphorus (total as P)","Ascorbic acid: automated flow colorimetry (water)",".101","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",25/08/2008 00:00:00,"silver (total)","Acid digest: AAS (seawater)",".002","<","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",25/08/2008 00:00:00,"total dissolved solids (by EC)","Calculated from EC (AWQC algorithm)","63000","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",25/08/2008 00:00:00,"zinc (soluble)","Filtration (0.45 um): ICP-MS (seawater)",".03","<","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",25/08/2008 00:00:00,"zinc (total)","Acid digest: ICP-MS (seawater)",".03","<","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",24/11/2008 09:10:00,"Electrical Conductivity (25C)","electrometric ( in lab)","70900","=","uS/cm",""
"Coorong sub-lagoon 1(Tauwitchere)",24/11/2008 09:10:00,"TKN (as N)","Acid digest colorimetric (marine)",".5","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",24/11/2008 09:10:00,"Turbidity","Field nephelometer probe (UofA)",".94","=","NTU",""
"Coorong sub-lagoon 1(Tauwitchere)",24/11/2008 09:10:00,"aluminium (soluble)","Filtration (0.45 um): ICP2",".04","<","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",24/11/2008 09:10:00,"aluminium (total)","Acid digest: ICP2 (seawater)",".091","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",24/11/2008 09:10:00,"ammonia (as N)","Auto phenate method",".005","<","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",24/11/2008 09:10:00,"cadmium (total)","Acid digest: ICP-MS (seawater)",".005","<","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",24/11/2008 09:10:00,"chlorophyll a","Trichromatic: ethanol extraction","1.45","=","ug/L",""
"Coorong sub-lagoon 1(Tauwitchere)",24/11/2008 09:10:00,"chlorophyll b","Trichromatic: ethanol extraction",".1","=","ug/L",""
"Coorong sub-lagoon 1(Tauwitchere)",24/11/2008 09:10:00,"copper (total)","Acid digest: ICP-MS (seawater)",".01","<","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",24/11/2008 09:10:00,"iron (soluble)","Filtration (0.45 um): ICP2 (seawater)",".02","<","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",24/11/2008 09:10:00,"iron (total)","Acid digest: ICP2",".105","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",24/11/2008 09:10:00,"oxidised nitrogen (as N)","Colorimetric: Cd reduction",".008","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",24/11/2008 09:10:00,"pH","Electometric method","8.2","=","pH Units",""
"Coorong sub-lagoon 1(Tauwitchere)",24/11/2008 09:10:00,"phosphorus (soluble as P)","MF(0.45 um): colorimetry",".005","<","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",24/11/2008 09:10:00,"phosphorus (total as P)","Ascorbic acid: (seawater) flow colorimetry",".034","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",24/11/2008 09:10:00,"silver (total)","Acid digest: AAS (seawater)",".002","<","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",24/11/2008 09:10:00,"total dissolved solids (by EC)","Calculated from EC (AWQC algorithm)","49000","=","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",24/11/2008 09:10:00,"zinc (soluble)","Filtration (0.45 um): ICP-MS (seawater)",".03","<","mg/L",""
"Coorong sub-lagoon 1(Tauwitchere)",24/11/2008 09:10:00,"zinc (total)","Acid digest: ICP-MS (seawater)",".03","<","mg/L",""
"Coorong sub-lagoon 10 (Jack Point)",27/02/2008 16:05:00,"Electrical Conductivity","Electrical Conductivity (Field)","188152","=","uS/cm",""
"Coorong sub-lagoon 10 (Jack Point)",27/02/2008 16:05:00,"Electrical Conductivity (25C)","electrometric (YSI 556 field probe)","192500","=","uS/cm",""
"Coorong sub-lagoon 10 (Jack Point)",27/02/2008 16:05:00,"Electrical Conductivity (25C)","electrometric ( in lab)","171000","=","uS/cm",""
"Coorong sub-lagoon 10 (Jack Point)",27/02/2008 16:05:00,"TKN (as N)","Acid digest colorimetric (marine)","6.05","=","mg/L",""
"Coorong sub-lagoon 10 (Jack Point)",27/02/2008 16:05:00,"Turbidity","Field nephelometer probe (UofA)","11","=","NTU",""
"Coorong sub-lagoon 10 (Jack Point)",27/02/2008 16:05:00,"aluminium (soluble)","Filtration (0.45 um): ICP2 (seawater)",".04","=","mg/L",""
"Coorong sub-lagoon 10 (Jack Point)",27/02/2008 16:05:00,"aluminium (total)","Acid digest: ICP2 (seawater)",".167","=","mg/L",""
"Coorong sub-lagoon 10 (Jack Point)",27/02/2008 16:05:00,"ammonia (as N)","Auto phenate method",".005","<","mg/L",""
